year,PdDistrict,Category,Descript,incident_count
2015,NORTHERN,"OTHER OFFENSES","DRIVING, RECKLESS, WITH INJURY",1
2015,NORTHERN,"OTHER OFFENSES","EVADING A POLICE OFFICER RECKLESSLY",5
2015,NORTHERN,"OTHER OFFENSES","EVADING A POLICE VEHICLE OR BICYCLE",5
2015,NORTHERN,"OTHER OFFENSES","FAILURE TO HEED RED LIGHT AND SIREN",3
2015,NORTHERN,"OTHER OFFENSES","FAILURE TO REGISTER AS SEX OFFENDER",8
2015,NORTHERN,"OTHER OFFENSES","FALSE EVIDENCE OF VEHICLE REGISTRATION",12
2015,NORTHERN,"OTHER OFFENSES","FALSE PERSONATION",75
2015,NORTHERN,"OTHER OFFENSES","FALSE PERSONATION AND CHEAT CRIMES (GENERAL)",7
2015,NORTHERN,"OTHER OFFENSES","FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY",153
2015,NORTHERN,"OTHER OFFENSES","FALSE REPORT OF BOMB",1
2015,NORTHERN,"OTHER OFFENSES","FALSE REPORT OF CRIME",1
2015,NORTHERN,"OTHER OFFENSES","FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",58
2015,NORTHERN,"OTHER OFFENSES","HARASSING PHONE CALLS",41
2015,NORTHERN,"OTHER OFFENSES","INCIDENT ON SCHOOL GROUNDS",1
2015,NORTHERN,"OTHER OFFENSES","INDECENT EXPOSURE",12
2015,NORTHERN,"OTHER OFFENSES","INDECENT EXPOSURE WITH PRIOR CONVICTION",1
2015,NORTHERN,"OTHER OFFENSES","INJURY TO TELEGRAPH/TELEPHONE LINES",9
2015,NORTHERN,"OTHER OFFENSES","INTERFERRING WITH A FIREMAN",1
2015,NORTHERN,"OTHER OFFENSES","INTOXICATED JUVENILE",2
2015,NORTHERN,"OTHER OFFENSES","LICENSE PLATE, STOLEN",1
2015,NORTHERN,"OTHER OFFENSES","LOST/STOLEN LICENSE PLATE",111
2015,NORTHERN,"OTHER OFFENSES","MASSAGE ESTABLISHMENT PERMIT VIOLATION",5
2015,NORTHERN,"OTHER OFFENSES","MISCELLANEOUS INVESTIGATION",118
2015,NORTHERN,"OTHER OFFENSES","MISCELLANEOUS STATE FELONY",4
2015,NORTHERN,"OTHER OFFENSES","MISCELLANEOUS STATE MISDEMEANOR",8
2015,NORTHERN,"OTHER OFFENSES","MONEY, PROPERTY OR LABOR, FRAUDULENTLY OBTAINING",1
2015,NORTHERN,"OTHER OFFENSES","OBSCENE PHONE CALLS(S)",31
2015,NORTHERN,"OTHER OFFENSES","OBSTRUCTIONS ON STREETS/SIDEWALKS",9
2015,NORTHERN,"OTHER OFFENSES","OPERATING TAXI WITHOUT A PERMIT",1
2015,NORTHERN,"OTHER OFFENSES","PAROLE VIOLATION",35
2015,NORTHERN,"OTHER OFFENSES","PEEPING TOM",2
2015,NORTHERN,"OTHER OFFENSES","PERMIT VIOLATION, ENTERTAINMENT",1
2015,NORTHERN,"OTHER OFFENSES","PERMIT VIOLATION, POLICE (GENERAL)",18
2015,NORTHERN,"OTHER OFFENSES","POSSESSION OF BURGLARY TOOLS",85
2015,NORTHERN,"OTHER OFFENSES","POSSESSION OF BURGLARY TOOLS W/PRIORS",11
2015,NORTHERN,"OTHER OFFENSES","PROBATION VIOLATION",107
2015,NORTHERN,"OTHER OFFENSES","PROBATION VIOLATION, DV RELATED",4
2015,NORTHERN,"OTHER OFFENSES","RECKLESS DRIVING",9
2015,NORTHERN,"OTHER OFFENSES","RESISTING ARREST",164
2015,NORTHERN,"OTHER OFFENSES","RESTRAINING ORDER NOTIFICATION/SERVICE OF RESTRAINING ORDER",11
2015,NORTHERN,"OTHER OFFENSES","SCHOOL GROUNDS, ENTRY BY SEX OFFENDER",1
2015,NORTHERN,"OTHER OFFENSES","SCHOOL PROPERTY, DISTURBANCE ON",3
2015,NORTHERN,"OTHER OFFENSES","SCHOOL, PUBLIC, TRESPASS",1
2015,NORTHERN,"OTHER OFFENSES",SPEEDING,2
2015,NORTHERN,"OTHER OFFENSES","STAY AWAY ORDER VIOLATION, DV RELATED",19
2015,NORTHERN,"OTHER OFFENSES","TAMPERING WITH A VEHICLE",22
2015,NORTHERN,"OTHER OFFENSES","TAMPERING WITH MAIL",1
2015,NORTHERN,"OTHER OFFENSES","THROWING OBJECT AT COMMON CARRIER, PASSENGER OR FREIGHT",2
2015,NORTHERN,"OTHER OFFENSES","TOBACCO PRODUCTS, SELLING OR FURNISHING TO MINOR",2
2015,NORTHERN,"OTHER OFFENSES","TRAFFIC COLLISION, HIT & RUN, INJURY",4
2015,NORTHERN,"OTHER OFFENSES","TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",7
2015,NORTHERN,"OTHER OFFENSES","TRAFFIC VIOLATION",107
2015,NORTHERN,"OTHER OFFENSES","TRAFFIC VIOLATION ARREST",206
2015,NORTHERN,"OTHER OFFENSES","VIN, ALTER OR REMOVE",1
2015,NORTHERN,"OTHER OFFENSES","VIOLATION OF EMERGENCY PROTECTIVE ORDER",3
2015,NORTHERN,"OTHER OFFENSES","VIOLATION OF FIRE CODE",1
2015,NORTHERN,"OTHER OFFENSES","VIOLATION OF MUNICIPAL CODE",44
2015,NORTHERN,"OTHER OFFENSES","VIOLATION OF MUNICIPAL POLICE CODE",14
2015,NORTHERN,"OTHER OFFENSES","VIOLATION OF PARK CODE",3
2015,NORTHERN,"OTHER OFFENSES","VIOLATION OF RESTRAINING ORDER",58
2015,NORTHERN,"OTHER OFFENSES","VIOLATION OF STAY AWAY ORDER",16
2015,NORTHERN,PROSTITUTION,"ENGAGING IN LEWD CONDUCT - PROSTITUTION RELATED",1
2015,NORTHERN,PROSTITUTION,"HUMAN TRAFFICKING",6
2015,NORTHERN,PROSTITUTION,"INMATE/KEEPER OF HOUSE OF PROSTITUTION",1
2015,NORTHERN,PROSTITUTION,"LOITERING FOR PURPOSE OF PROSTITUTION",12
2015,NORTHERN,PROSTITUTION,"SOLICITS FOR ACT OF PROSTITUTION",22
2015,NORTHERN,"RECOVERED VEHICLE","RECOVERED VEHICLE - STOLEN OUTSIDE SF",79
2015,NORTHERN,"RECOVERED VEHICLE","VEHICLE, RECOVERED, AUTO",9
2015,NORTHERN,"RECOVERED VEHICLE","VEHICLE, RECOVERED, MOTORCYCLE",1
2015,NORTHERN,ROBBERY,"ATTEMPTED ROBBERY CHAIN STORE WITH A GUN",1
2015,NORTHERN,ROBBERY,"ATTEMPTED ROBBERY CHAIN STORE WITH DEADLY WEAPON",3
2015,NORTHERN,ROBBERY,"ATTEMPTED ROBBERY COMM. ESTAB. WITH BODILY FORCE",1
2015,NORTHERN,ROBBERY,"ATTEMPTED ROBBERY ON THE STREET W/DEADLY WEAPON",3
2015,NORTHERN,ROBBERY,"ATTEMPTED ROBBERY ON THE STREET WITH A GUN",5
2015,NORTHERN,ROBBERY,"ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE",13
2015,NORTHERN,ROBBERY,"ATTEMPTED ROBBERY WITH A DEADLY WEAPON",4
2015,NORTHERN,ROBBERY,"ATTEMPTED ROBBERY WITH A GUN",4
2015,NORTHERN,ROBBERY,"ATTEMPTED ROBBERY WITH A KNIFE",2
2015,NORTHERN,ROBBERY,"ATTEMPTED ROBBERY WITH BODILY FORCE",13
2015,NORTHERN,ROBBERY,"CARJACKING WITH A DANGEROUS WEAPON",1
2015,NORTHERN,ROBBERY,"CARJACKING WITH BODILY FORCE",4
2015,NORTHERN,ROBBERY,"ROBBERY OF A BANK WITH A DANGEROUS WEAPON",2
2015,NORTHERN,ROBBERY,"ROBBERY OF A BANK WITH A GUN",3
2015,NORTHERN,ROBBERY,"ROBBERY OF A BANK WITH BODILY FORCE",2
2015,NORTHERN,ROBBERY,"ROBBERY OF A CHAIN STORE WITH A DANGEROUS WEAPON",4
2015,NORTHERN,ROBBERY,"ROBBERY OF A CHAIN STORE WITH A GUN",1
2015,NORTHERN,ROBBERY,"ROBBERY OF A CHAIN STORE WITH A KNIFE",4
2015,NORTHERN,ROBBERY,"ROBBERY OF A CHAIN STORE WITH BODILY FORCE",10
2015,NORTHERN,ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT W/ A KNIFE",3
2015,NORTHERN,ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT W/ WEAPON",3
2015,NORTHERN,ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT WITH A GUN",2
2015,NORTHERN,ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM",6
2015,NORTHERN,ROBBERY,"ROBBERY OF A RESIDENCE WITH A GUN",1
2015,NORTHERN,ROBBERY,"ROBBERY OF A RESIDENCE WITH BODILY FORCE",2
2015,NORTHERN,ROBBERY,"ROBBERY OF A SERVICE STATION WITH A GUN",3
2015,NORTHERN,ROBBERY,"ROBBERY OF A SERVICE STATION WITH BODILY FORCE",1
2015,NORTHERN,ROBBERY,"ROBBERY ON THE STREET WITH A DANGEROUS WEAPON",3
2015,NORTHERN,ROBBERY,"ROBBERY ON THE STREET WITH A GUN",18
2015,NORTHERN,ROBBERY,"ROBBERY ON THE STREET WITH A KNIFE",12
2015,NORTHERN,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",81
2015,NORTHERN,ROBBERY,"ROBBERY,  ATM, FORCE, ATT.",4
2015,NORTHERN,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",17
2015,NORTHERN,ROBBERY,"ROBBERY, ARMED WITH A GUN",24
2015,NORTHERN,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",21
2015,NORTHERN,ROBBERY,"ROBBERY, BODILY FORCE",123
2015,NORTHERN,ROBBERY,"SHOPLIFTING, FORCE AGAINST AGENT",13
2015,NORTHERN,RUNAWAY,RUNAWAY,7
2015,NORTHERN,"SECONDARY CODES","ATM RELATED CRIME",4
2015,NORTHERN,"SECONDARY CODES","DOMESTIC VIOLENCE",124
2015,NORTHERN,"SECONDARY CODES","GANG ACTIVITY",8
2015,NORTHERN,"SECONDARY CODES","JUVENILE INVOLVED",25
2015,NORTHERN,"SECONDARY CODES","PREJUDICE-BASED INCIDENT",12
2015,NORTHERN,"SECONDARY CODES","WEAPONS POSSESSION BY JUVENILE SUSPECT",1
2015,NORTHERN,"SEX OFFENSES, FORCIBLE","ANNOY OR MOLEST CHILDREN",1
2015,NORTHERN,"SEX OFFENSES, FORCIBLE","ASSAULT TO RAPE WITH BODILY FORCE",4
2015,NORTHERN,"SEX OFFENSES, FORCIBLE","ATTEMPTED RAPE, BODILY FORCE",1
2015,NORTHERN,"SEX OFFENSES, FORCIBLE","CHILD ABUSE SEXUAL",1
2015,NORTHERN,"SEX OFFENSES, FORCIBLE","CHILD ABUSE, EXPLOITATION",1
2015,NORTHERN,"SEX OFFENSES, FORCIBLE","ENGAGING IN LEWD ACT",1
2015,NORTHERN,"SEX OFFENSES, FORCIBLE","FORCIBLE RAPE, ARMED WITH A SHARP INSTRUMENT",1
2015,NORTHERN,"SEX OFFENSES, FORCIBLE","FORCIBLE RAPE, BODILY FORCE",18
2015,NORTHERN,"SEX OFFENSES, FORCIBLE","ORAL COPULATION, UNLAWFUL (ADULT VICTIM)",3
2015,NORTHERN,"SEX OFFENSES, FORCIBLE","PENETRATION, FORCED, WITH OBJECT",5
2015,NORTHERN,"SEX OFFENSES, FORCIBLE","RAPE, SPOUSAL",2
2015,NORTHERN,"SEX OFFENSES, FORCIBLE","SEXUAL ASSAULT, ADMINISTERING DRUG TO COMMIT",4
2015,NORTHERN,"SEX OFFENSES, FORCIBLE","SEXUAL ASSAULT, AGGRAVATED, OF CHILD",2
2015,NORTHERN,"SEX OFFENSES, FORCIBLE","SEXUAL BATTERY",35
2015,NORTHERN,"SEX OFFENSES, FORCIBLE",SODOMY,1
2015,NORTHERN,"SEX OFFENSES, FORCIBLE","SODOMY (ADULT VICTIM)",8
2015,NORTHERN,"SEX OFFENSES, NON FORCIBLE","SEXUAL CONTACT WITH PATIENT, FORMER PATIENT",1
2015,NORTHERN,"SEX OFFENSES, NON FORCIBLE","UNLAWFUL SEXUAL INTERCOURSE",3
2015,NORTHERN,"STOLEN PROPERTY","RECEIVING STOLEN PROPERTY",2
2015,NORTHERN,"STOLEN PROPERTY","STOLEN ACCESS CARD, POSSESSION",6
2015,NORTHERN,"STOLEN PROPERTY","STOLEN CHECKS, POSSESSION",3
2015,NORTHERN,"STOLEN PROPERTY","STOLEN ELECTRONICS, POSSESSION",2
2015,NORTHERN,"STOLEN PROPERTY","STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",140
2015,NORTHERN,SUICIDE,"ATTEMPTED SUICIDE",5
2015,NORTHERN,SUICIDE,"ATTEMPTED SUICIDE BY JUMPING",1
2015,NORTHERN,SUICIDE,"SUICIDE BY INGESTION",1
2015,NORTHERN,SUICIDE,"SUICIDE BY JUMPING",2
2015,NORTHERN,SUICIDE,"SUICIDE BY STRANGULATION",1
2015,NORTHERN,"SUSPICIOUS OCC","INVESTIGATIVE DETENTION",241
2015,NORTHERN,"SUSPICIOUS OCC","SUSPICIOUS ACT TOWARDS CHILD",3
2015,NORTHERN,"SUSPICIOUS OCC","SUSPICIOUS ACT TOWARDS FEMALE",10
2015,NORTHERN,"SUSPICIOUS OCC","SUSPICIOUS AUTO, POSSIBLY SEX",9
2015,NORTHERN,"SUSPICIOUS OCC","SUSPICIOUS OCCURRENCE",257
2015,NORTHERN,"SUSPICIOUS OCC","SUSPICIOUS OCCURRENCE, POSSIBLE SHOTS FIRED",2
2015,NORTHERN,"SUSPICIOUS OCC","SUSPICIOUS PERSON",6
2015,NORTHERN,"SUSPICIOUS OCC","UNUSUAL OCCURENCE",5
2015,NORTHERN,TRESPASS,"LODGING WITHOUT PERMISSION",53
2015,NORTHERN,TRESPASS,"LOITERING WITHOUT LAWFUL BUSINESS WITH OWNER OR OCCUPANT",1
2015,NORTHERN,TRESPASS,TRESPASSING,159
2015,NORTHERN,VANDALISM,"AEROSOL CONTAINER; SALE, PURCHASE OR POSSESSION OF",2
2015,NORTHERN,VANDALISM,"DAMAGE TO MAIL BOX",4
2015,NORTHERN,VANDALISM,"DAMAGE TO PARKING METERS",1
2015,NORTHERN,VANDALISM,"MALICIOUS MISCHIEF, ADULT SUSPECT",9
2015,NORTHERN,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",83
2015,NORTHERN,VANDALISM,"MALICIOUS MISCHIEF, BUILDING UNDER CONSTRUCTION",1
2015,NORTHERN,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",25
2015,NORTHERN,VANDALISM,"MALICIOUS MISCHIEF, JUVENILE SUSPECT",3
2015,NORTHERN,VANDALISM,"MALICIOUS MISCHIEF, STREET CARS/BUSES",7
2015,NORTHERN,VANDALISM,"MALICIOUS MISCHIEF, TIRE SLASHING",6
2015,NORTHERN,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",381
2015,NORTHERN,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",385
2015,NORTHERN,VANDALISM,"VANDALISM OR GRAFFITI TOOLS, POSSESSION",5
2015,NORTHERN,VANDALISM,"VANDALISM WITH NOXIOUS CHEMICAL",1
2015,NORTHERN,"VEHICLE THEFT","ATTEMPTED STOLEN VEHICLE",6
2015,NORTHERN,"VEHICLE THEFT","AUTO, GRAND THEFT OF",1
2015,NORTHERN,"VEHICLE THEFT","STOLEN AND RECOVERED VEHICLE",65
2015,NORTHERN,"VEHICLE THEFT","STOLEN AUTOMOBILE",539
2015,NORTHERN,"VEHICLE THEFT","STOLEN MISCELLANEOUS VEHICLE",2
2015,NORTHERN,"VEHICLE THEFT","STOLEN MOTORCYCLE",150
2015,NORTHERN,"VEHICLE THEFT","STOLEN TRUCK",182
2015,NORTHERN,WARRANTS,"ENROUTE TO ADULT AUTHORITY",13
2015,NORTHERN,WARRANTS,"ENROUTE TO DEPARTMENT OF CORRECTIONS",23
2015,NORTHERN,WARRANTS,"ENROUTE TO OUTSIDE JURISDICTION",188
2015,NORTHERN,WARRANTS,"ENROUTE TO PAROLE OFFICER",22
2015,NORTHERN,WARRANTS,"ENROUTE TO PROBATION OFFICER",6
2015,NORTHERN,WARRANTS,"ENROUTE TO U.S. MARSHALL",6
2015,NORTHERN,WARRANTS,"PAROLE SEARCH",1
2015,NORTHERN,WARRANTS,"POST RELEASE COMMUNITY SUPERVISION",5
2015,NORTHERN,WARRANTS,"PROBATION SEARCH",14
2015,NORTHERN,WARRANTS,"WARRANT ARREST",426
2015,NORTHERN,"WEAPON LAWS","AMMUNITION, POSS. BY PROHIBITED PERSON",2
2015,NORTHERN,"WEAPON LAWS","CARRYING A CONCEALED WEAPON",11
2015,NORTHERN,"WEAPON LAWS","CARRYING OF CONCEALED WEAPON BY CONVICTED FELON",1
2015,NORTHERN,"WEAPON LAWS","DISCHARGE FIREARM AT AN INHABITED DWELLING",1
2015,NORTHERN,"WEAPON LAWS","DISCHARGE FIREARM WITHIN CITY LIMITS",11
2015,NORTHERN,"WEAPON LAWS","EXHIBITING DEADLY WEAPON IN A THREATING MANNER",25
2015,NORTHERN,"WEAPON LAWS","FIREARM WITH ALTERED IDENTIFICATION",2
2015,NORTHERN,"WEAPON LAWS","FIREARM, ARMED WHILE POSSESSING CONTROLLED SUBSTANCE",2
2015,NORTHERN,"WEAPON LAWS","FIREARM, LOADED, IN VEHICLE, POSSESSION OR USE",9
2015,NORTHERN,"WEAPON LAWS","FIREARM, POSSESSION OF WHILE WEARING MASK",1
2015,NORTHERN,"WEAPON LAWS","LOITERING WHILE CARRYING CONCEALED WEAPON",2
2015,NORTHERN,"WEAPON LAWS","POSS OF DEADLY WEAPON WITH INTENT TO ASSAULT",2
2015,NORTHERN,"WEAPON LAWS","POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN",8
2015,NORTHERN,"WEAPON LAWS","POSS OF LOADED FIREARM",10
2015,NORTHERN,"WEAPON LAWS","POSS OF PROHIBITED WEAPON",7
2015,NORTHERN,"WEAPON LAWS","POSS OF TEAR GAS WEAPON",6
2015,NORTHERN,"WEAPON LAWS","POSSESSION OF AIR GUN",13
2015,NORTHERN,"WEAPON LAWS","SUSPICIOUS PACKAGE",5
2015,NORTHERN,"WEAPON LAWS","SWITCHBLADE KNIFE, POSSESSION",1
2015,NORTHERN,"WEAPON LAWS","WEAPON, ASSAULT, POSSESSION, MANUFACTURE, OR SALE",1
2015,NORTHERN,"WEAPON LAWS","WEAPON, DEADLY, CARRYING WITH INTENT TO COMMIT ASSAULT",2
2015,NORTHERN,"WEAPON LAWS","WEAPON, POSSESS OR BRING OTHER ON SCHOOL GROUNDS",6
2015,NORTHERN,"WEAPON LAWS","WEAPON, POSSESSING IN PUBLIC BUILDING OR OPEN MEETING",1
2015,NORTHERN,"WEAPON LAWS","WEAPON, TAKING OR ATTEMPTING TO TAKE FROM PEACE OFFICER",1
2015,PARK,ARSON,ARSON,6
2015,PARK,ARSON,"ARSON OF A COMMERCIAL BUILDING",1
2015,PARK,ARSON,"ARSON OF AN INHABITED DWELLING",1
2015,PARK,ARSON,"ATTEMPTED ARSON",1
2015,PARK,ARSON,"FIRE, UNLAWFULLY CAUSING",1
2015,PARK,ASSAULT,"AGGRAVATED ASSAULT OF POLICE OFFICER,BODILY FORCE",1
2015,PARK,ASSAULT,"AGGRAVATED ASSAULT WITH A DEADLY WEAPON",46
2015,PARK,ASSAULT,"AGGRAVATED ASSAULT WITH A GUN",4
2015,PARK,ASSAULT,"AGGRAVATED ASSAULT WITH A KNIFE",18
2015,PARK,ASSAULT,"AGGRAVATED ASSAULT WITH BODILY FORCE",39
2015,PARK,ASSAULT,ASSAULT,9
2015,PARK,ASSAULT,"ASSAULT ON A POLICE OFFICER WITH A DEADLY WEAPON",1
2015,PARK,ASSAULT,"ASSAULT WITH CAUSTIC CHEMICALS",4
2015,PARK,ASSAULT,"ASSAULT, AGGRAVATED, W/ GUN",2
2015,PARK,ASSAULT,"ATTEMPTED HOMICIDE WITH A GUN",1
2015,PARK,ASSAULT,"ATTEMPTED HOMICIDE WITH A KNIFE",1
2015,PARK,ASSAULT,"ATTEMPTED SIMPLE ASSAULT",4
2015,PARK,ASSAULT,BATTERY,177
2015,PARK,ASSAULT,"BATTERY OF A POLICE OFFICER",15
2015,PARK,ASSAULT,"BATTERY WITH SERIOUS INJURIES",12
2015,PARK,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",44
2015,PARK,ASSAULT,"CHILD ABUSE (PHYSICAL)",14
2015,PARK,ASSAULT,"CHILD, INFLICTING INJURY RESULTING IN TRAUMATIC CONDITION",3
2015,PARK,ASSAULT,"DISCHARGING IN GROSSLY NEGLIGENT MANNER",1
2015,PARK,ASSAULT,"ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT)",26
2015,PARK,ASSAULT,"FALSE IMPRISONMENT",13
2015,PARK,ASSAULT,"FIREARM, DISCHARGING AT OCCUPIED BLDG, VEHICLE, OR AIRCRAFT",1
2015,PARK,ASSAULT,"INFLICT INJURY ON COHABITEE",61
2015,PARK,ASSAULT,"RESISTING PEACE OFFICER, CAUSING THEIR SERIOUS INJURY OR DEATH",2
2015,PARK,ASSAULT,"SHOOTING INTO INHABITED DWELLING OR OCCUPIED VEHICLE",3
2015,PARK,ASSAULT,STALKING,7
2015,PARK,ASSAULT,"THREAT OR FORCE TO RESIST EXECUTIVE OFFICER",1
2015,PARK,ASSAULT,"THREATENING PHONE CALL(S)",6
2015,PARK,ASSAULT,"THREATENING SCHOOL OR PUBLIC EMPLOYEE",1
2015,PARK,ASSAULT,"THREATS AGAINST LIFE",75
2015,PARK,BRIBERY,"DISSUADING WITNESS, VICTIM",1
2015,PARK,BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",6
2015,PARK,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",24
2015,PARK,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",78
2015,PARK,BURGLARY,"BURGLARY OF FLAT, ATTEMPTED FORCIBLE ENTRY",2
2015,PARK,BURGLARY,"BURGLARY OF FLAT, FORCIBLE ENTRY",4
2015,PARK,BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",22
2015,PARK,BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",11
2015,PARK,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",28
2015,PARK,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",62
2015,PARK,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",7
2015,PARK,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",5
2015,PARK,BURGLARY,"BURGLARY, FORCIBLE ENTRY",29
2015,PARK,BURGLARY,"BURGLARY, HOT PROWL, ATTEMPTED FORCIBLE ENTRY",4
2015,PARK,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",11
2015,PARK,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",56
2015,PARK,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",51
2015,PARK,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",23
2015,PARK,BURGLARY,"BURGLARY, VEHICLE, ATT. (ARREST MADE)",1
2015,PARK,BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, FORCIBLE ENTRY",2
2015,PARK,BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, UNLAWFUL ENTRY",6
2015,PARK,BURGLARY,"BURGLARY,FLAT UNDER CONSTRUCTION, FORCIBLE ENTRY",1
2015,PARK,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, FORCIBLE ENTRY",6
2015,PARK,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, UNLAWFUL ENTRY",7
2015,PARK,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",8
2015,PARK,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",6
2015,PARK,"DISORDERLY CONDUCT","COMMITTING PUBLIC NUISANCE",3
2015,PARK,"DISORDERLY CONDUCT","DISTURBING THE PEACE",4
2015,PARK,"DISORDERLY CONDUCT","DISTURBING THE PEACE, COMMOTION",1
2015,PARK,"DISORDERLY CONDUCT","DISTURBING THE PEACE, FIGHTING",4
2015,PARK,"DISORDERLY CONDUCT","MAINTAINING A PUBLIC NUISANCE",17
2015,PARK,"DISORDERLY CONDUCT","MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION",2
2015,PARK,"DRIVING UNDER THE INFLUENCE","DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL",15
2015,PARK,"DRIVING UNDER THE INFLUENCE","DRIVING WHILE UNDER THE INFLUENCE OF DRUGS",1
2015,PARK,DRUG/NARCOTIC,"POSSESSION OF BASE/ROCK COCAINE",3
2015,PARK,DRUG/NARCOTIC,"POSSESSION OF BASE/ROCK COCAINE FOR SALE",1
2015,PARK,DRUG/NARCOTIC,"POSSESSION OF COCAINE",3
2015,PARK,DRUG/NARCOTIC,"POSSESSION OF CONTROLLED SUBSTANCE",7
2015,PARK,DRUG/NARCOTIC,"POSSESSION OF CONTROLLED SUBSTANCE FOR SALE",1
2015,PARK,DRUG/NARCOTIC,"POSSESSION OF HALLUCINOGENIC",8
2015,PARK,DRUG/NARCOTIC,"POSSESSION OF HALLUCINOGENIC FOR SALES",16
2015,PARK,DRUG/NARCOTIC,"POSSESSION OF HEROIN",4
2015,PARK,DRUG/NARCOTIC,"POSSESSION OF HEROIN FOR SALES",1
2015,PARK,DRUG/NARCOTIC,"POSSESSION OF MARIJUANA",53
2015,PARK,DRUG/NARCOTIC,"POSSESSION OF MARIJUANA FOR SALES",58
2015,PARK,DRUG/NARCOTIC,"POSSESSION OF METH-AMPHETAMINE",18
2015,PARK,DRUG/NARCOTIC,"POSSESSION OF METH-AMPHETAMINE FOR SALE",10
2015,PARK,DRUG/NARCOTIC,"POSSESSION OF NARCOTICS PARAPHERNALIA",26
2015,PARK,DRUG/NARCOTIC,"SALE OF BASE/ROCK COCAINE",1
2015,PARK,DRUG/NARCOTIC,"SALE OF HALLUCINOGENIC",4
2015,PARK,DRUG/NARCOTIC,"SALE OF MARIJUANA",32
2015,PARK,DRUG/NARCOTIC,"TRANSPORTATION OF MARIJUANA",2
2015,PARK,DRUG/NARCOTIC,"TRANSPORTATION OF METH-AMPHETAMINE",2
2015,PARK,DRUNKENNESS,"UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE",32
2015,PARK,EMBEZZLEMENT,"EMBEZZLED VEHICLE",1
2015,PARK,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY EMPLOYEE",5
2015,PARK,EMBEZZLEMENT,"EMBEZZLEMENT, PETTY THEFT BY EMPLOYEE",2
2015,PARK,FORGERY/COUNTERFEITING,"CHECKS OR LEGAL INSTRUMENTS, UTTERING FORGED",9
2015,PARK,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",7
2015,PARK,FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",6
2015,PARK,FORGERY/COUNTERFEITING,"CHECKS, POSSESSION WITH INTENT TO PASS",1
2015,PARK,FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",2
2015,PARK,FORGERY/COUNTERFEITING,"FALSIFYING JUDICIAL & PUBLIC RECORDS & DOCUMENTS",1
2015,PARK,FORGERY/COUNTERFEITING,"FORGERY & COUNTERFEITING (GENERAL)",6
